"id","title","author","issue","volume","venue","page","pub_date","type","publisher","editor"
"meta:br/0601530 doi:10.5281/zenodo.4681270","The First Gospel, The Gospel Of The Poor: A New Reconstruction Of Q And Resolution Of The Synoptic Problem Based On Marcion's Early Luke","Bilby, Mark G. [meta:ra/06260102720 orcid:0000-0003-0100-6634]","","","","","2021-04-12","book","Zenodo [meta:ra/0609574]",""
"meta:br/0601238 doi:10.13155/46202","Argo GDAC Cookbook","Carval, Thierry [meta:ra/06209568 orcid:0000-0003-2700-4020]; Ignaszewski, Mark [meta:ra/0608677]","","","","","2017","book","Ifremer [meta:ra/0608678]",""
"meta:br/0601717 doi:10.4230/lipics.isaac.2020.33","Gourds: A Sliding-Block Puzzle With Turning","Hamersma, Joep [meta:ra/06010370]; Van Kreveld, Marc [meta:ra/06010371]; Uno, Yushi [meta:ra/06010372]; Van Der Zanden, Tom C. [meta:ra/06010373]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010374]","Cao, Yixin [meta:ra/0617014652 orcid:0000-0002-6927-438X]; Cheng, Siu-Wing [meta:ra/0612046006 orcid:0000-0002-3557-9935]; Li, Minming [meta:ra/061409212 orcid:0000-0002-7370-6237]"
"meta:br/0601150 doi:10.4230/lipics.icdt.2020.12","When Can Matrix Query Languages Discern Matrices?","Geerts, Floris [meta:ra/0623028895 orcid:0000-0002-8967-2473]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0608230]","Lutz, Carsten [meta:ra/06107882 orcid:0000-0002-8791-6702]; Jung, Jean Christoph [meta:ra/065087085 orcid:0000-0002-4159-2255]"
"meta:br/0601985 doi:10.4230/lipics.sea.2020.11","Advanced Flow-Based Multilevel Hypergraph Partitioning","Gottesbüren, Lars [meta:ra/06011288]; Hamann, Michael [meta:ra/06011289]; Schlag, Sebastian [meta:ra/06011290]; Wagner, Dorothea [meta:ra/06011291]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011292]","Faro, Simone [meta:ra/0622065545 orcid:0000-0001-5937-5796]; Cantone, Domenico [meta:ra/0626013218 orcid:0000-0002-1306-1166]"
"meta:br/0601435 doi:10.24351/81792","Huîtres Plates Dans Leur Milieu Naturel En Baie De Quiberon","Pouvreau, Stéphane [meta:ra/062607893 orcid:0000-0003-2402-7366]","","","","","2019","book","Ifremer [meta:ra/0609346]",""
"meta:br/0601068 doi:10.4230/lipics.icalp.2021.119","Property Testing Of Regular Languages With Applications To Streaming Property Testing Of Visibly Pushdown Languages","Bathie, Gabriel [meta:ra/0607918]; Starikovskaya, Tatiana [meta:ra/0607919]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607920]","Bansal, Nikhil [meta:ra/0607921]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]; Worrell, James [meta:ra/0614045783 orcid:0000-0001-8151-2443]"
"meta:br/0601539 doi:10.5281/zenodo.4771434","The First Gospel, The Gospel Of The Poor: A New Reconstruction Of Q And Resolution Of The Synoptic Problem Based On Marcion's Early Luke","Bilby, Mark G. [meta:ra/06260102720 orcid:0000-0003-0100-6634]","","","","","2021-05-19","book","Zenodo [meta:ra/0609586]",""
"meta:br/0601547 doi:10.5281/zenodo.5016350","The First Gospel, The Gospel Of The Poor: A New Reconstruction Of Q And Resolution Of The Synoptic Problem Based On Marcion's Early Luke","Bilby, Mark G. [meta:ra/06260102720 orcid:0000-0003-0100-6634]","","","","","2021-06-23","book","Zenodo [meta:ra/0609734]",""
"meta:br/0601272 doi:10.13155/53380","Copernicus Marine In Situ TAC Quality Information Document For REProcessed Waves (QUID REP WAVES)","De Alfonso Alonso-Muñoyerro, Marta [meta:ra/0608766]; Manzano Muñoz, Fernando [meta:ra/0608767]","","","","","2018","book","Copernicus Marine In Situ Tac [meta:ra/0608768]",""
"meta:br/0601063 doi:10.4230/lipics.icalp.2021.111","Fourier Conjectures, Correlation Bounds, And Majority","Viola, Emanuele [meta:ra/0607900]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607901]","Bansal, Nikhil [meta:ra/0607902]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]; Worrell, James [meta:ra/0614045783 orcid:0000-0001-8151-2443]"
"meta:br/0601046 doi:10.4230/lipics.icalp.2020.87","On The Complexity Of Zero Gap MIP*","Mousavi, Hamoon [meta:ra/0607849]; Nezhadi, Seyed Sajjad [meta:ra/0607850]; Yuen, Henry [meta:ra/0607851]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607852]","Artur Czumaj [meta:ra/0607590 orcid:0000-0002-7743-438X]; Dawar, Anuj [meta:ra/067073847 orcid:0000-0003-4014-8248]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]"
"meta:br/0601427 doi:10.24351/78698","First Records Of The Species Paracanthurus Hepatus At The Chesterfield-Bellona Reef Complex In The Coral Sea Marine Park","Pelletier, Dominique [meta:ra/06209148 orcid:0000-0003-2420-1942]; Powell, Abigail [meta:ra/0609323]; Roman, William [meta:ra/0609324]; Carpentier, Liliane [meta:ra/0609325]","","","","","2021","book","Ifremer [meta:ra/0609326]",""
"meta:br/0601328 doi:10.13155/62523","DBCP Drifting Buoys GDAC Data Management Report 2021","Carval, Thierry [meta:ra/06209568 orcid:0000-0003-2700-4020]; Ma, Zhimin [meta:ra/0608966]; Guillerm, Christophe [meta:ra/0608967]; Gaboury, Isabelle [meta:ra/0608968]; Emzivat, Gilbert [meta:ra/0608969]; Poli, Paul [meta:ra/0622010670 orcid:0000-0002-8392-6524]","","","","","2021","book","Ifremer [meta:ra/0608970]",""
"meta:br/0601555 doi:10.5281/zenodo.5139555","Retina Workshop 2021, Pecs - Abstract Book","Balogh, Boglárka [meta:ra/0609813]; Fusz, Katalin [meta:ra/0609814]; Isidro, Christian Dan Adrias [meta:ra/0609815]; Szarka, Gergely [meta:ra/0609816]; Tengölics, Ádám J [meta:ra/0609817]; Vaczy, Alexandra [meta:ra/0609818]; Kovács-Öller, Tamás [meta:ra/0609819]","","","","","2021-07-27","book","Zenodo [meta:ra/0609820]",""
"meta:br/0601012 doi:10.4230/lipics.icalp.2020.49","Computation Of Hadwiger Number And Related Contraction Problems: Tight Lower Bounds","Fomin, Fedor [meta:ra/0617014921 orcid:0000-0003-1955-4612]; Lokshtanov, Daniel [meta:ra/0607738]; Mihajlin, Ivan [meta:ra/0607739]; Saurabh, Saket [meta:ra/0607740]; Zehavi, Meirav [meta:ra/0607741]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607742]","Artur Czumaj [meta:ra/0607590 orcid:0000-0002-7743-438X]; Dawar, Anuj [meta:ra/067073847 orcid:0000-0003-4014-8248]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]"
"meta:br/0601112 doi:10.4230/lipics.icalp.2021.46","Fault Tolerant Max-Cut","Censor-Hillel, Keren [meta:ra/0608069]; Marelly, Noa [meta:ra/0608070]; Schwartz, Roy [meta:ra/0608071]; Tonoyan, Tigran [meta:ra/0608072]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0608073]","Bansal, Nikhil [meta:ra/0608074]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]; Worrell, James [meta:ra/0614045783 orcid:0000-0001-8151-2443]"
"meta:br/0601810 doi:10.4230/lipics.itcs.2021.64","A New Connection Between Node And Edge Depth Robust Graphs","Blocki, Jeremiah [meta:ra/06010760]; Cinkoske, Mike [meta:ra/06010761]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010762]","Lee, James R. [meta:ra/06010763]"
"meta:br/0601255 doi:10.13155/50382","SeaDataNet. Second Release Of The Aggregated Data Sets Products","Simoncelli, Simona [meta:ra/06209188 orcid:0000-0003-1283-2798]; Coatanoan, Christine [meta:ra/06209395 orcid:0000-0001-9387-1793]; Myroshnychenko, Volodymyr [meta:ra/0608728]; Sagen, Helge [meta:ra/0608704 orcid:0000-0002-0643-8359]; Bäck, Örjan [meta:ra/0608729]; Scory, Serge [meta:ra/062305294322 orcid:0000-0003-2692-8651]; Grandi, Alessandro [meta:ra/0608702 orcid:0000-0002-7372-3184]; Schlitzer, Reiner [meta:ra/067055512 orcid:0000-0002-3740-6499]; Fichaut, Michele [meta:ra/0613012288 orcid:0000-0001-5900-6149]","","","","","2015","book","SeaDataNet [meta:ra/0608730]",""
"meta:br/0601318 doi:10.13155/61320","Evaluation De La Qualité Des Zones De Production Conchylicole. Région Occitanie. Edition 2019","Serais, Ophélie [meta:ra/064033774 orcid:0000-0003-0078-8734]; Cimiterra, Nicolas [meta:ra/0608941]; Fiandrino, Annie [meta:ra/0608942]; Crottier, Anais [meta:ra/0608943]; Pellouin-Grouhel, Anne [meta:ra/0623050866 orcid:0000-0003-1879-4884]; Piquet, Jean-Côme [meta:ra/0617015263 orcid:0000-0001-8731-2514]","","","","","2019","book","Ifremer [meta:ra/0608944]",""
"meta:br/0601316 doi:10.13155/61055","Application File For Renewal Of The 'National Observation Service' Label (INSU/CNRS) 2020-2024: SNO Argo-France","Kolodziejczyk, Nicolas [meta:ra/06209923 orcid:0000-0002-0751-1351]; Cabanes, Cecile [meta:ra/0608925]; D'Ortenzio, Fabrizio [meta:ra/0608926]; Maze, Guillaume [meta:ra/0615016592 orcid:0000-0001-7231-2095]; Pouliquen, Sylvie [meta:ra/06209566 orcid:0000-0001-5709-7331]; Poteau, Antoine [meta:ra/0608927]; Schmechtig, Catherine [meta:ra/0608928]; Thierry, Virginie [meta:ra/06209350 orcid:0000-0003-1602-6478]","","","","","2019","book","Sno Argo-France [meta:ra/0608929]",""
"meta:br/0601804 doi:10.4230/lipics.itcs.2021.53","No Quantum Speedup Over Gradient Descent For Non-Smooth Convex Optimization","Garg, Ankit [meta:ra/06010730]; Kothari, Robin [meta:ra/06010731]; Netrapalli, Praneeth [meta:ra/06010732]; Sherif, Suhail [meta:ra/06010733]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010734]","Lee, James R. [meta:ra/06010735]"
"meta:br/0601639 doi:10.12759/hsr.46.2021.1.136-159","Die Digitalisierung Der Community Health Worker: Ein Streit Über Die Werte Der Weltgesundheitspolitik","Hanrieder, Tine [meta:ra/06010078]; Montt Maray, Eloisa [meta:ra/06010079]","","","<P>Historical Social Research / Historische Sozialforschung Vol. 45 [meta:br/0602344 issn:0172-6404]","Volumes per year: 1</p>-Volumes per year: 1</p>","2021","report","Gesis - Leibniz-Institut Für Sozialwissenschaften [meta:ra/06010080]","GESIS-Leibniz-Institut Für Sozialwissenschaften [meta:ra/06010081]"
"meta:br/0601560 doi:10.5281/zenodo.5211207","A Guidebook To Building An Epistemically Insightful Learning Experience In Primary Schools","Billingsley, Berry [meta:ra/069029005 orcid:0000-0002-7974-4904]; Simpson, Sherralyn [meta:ra/0609832 orcid:0000-0002-0901-8608]; Lawson, Finley I. [meta:ra/062403716109 orcid:0000-0001-8506-4836]","","","","","2020-09-08","book","Zenodo [meta:ra/0609833]",""
"meta:br/0601226 doi:10.13155/40846","Copernicus Marine In Situ TAC - System Requirements Document (SRD)","Copernicus Marine In Situ Tac Data Management Team [meta:ra/0608601]","","","","","2021","book","Copernicus In Situ Tac [meta:ra/0608602]",""
"meta:br/0601512 doi:10.5281/zenodo.4363046","The First Gospel, The Gospel Of The Poor: A New Reconstruction Of Q And Resolution Of The Synoptic Problem Based On Marcion's Early Luke","Bilby, Mark G. [meta:ra/06260102720 orcid:0000-0003-0100-6634]","","","","","2020-12-20","book","Zenodo [meta:ra/0609536]",""
"meta:br/0601499 doi:10.5281/zenodo.4071302","1918 In Bildung Und Erziehung: Traditionen, Transitionen, Visionen","De Vincenti, Andrea [meta:ra/0604401 orcid:0000-0001-8502-1211]; Grube, Norbert [meta:ra/0604402 orcid:0000-0002-4013-6418]; Hoffmann-Ocon, Andreas [meta:ra/0630109095 orcid:0000-0002-4104-6959]","","","","","2020-07-01","book","Zenodo [meta:ra/0609493]",""
"meta:br/0601780 doi:10.4230/lipics.itcs.2021.21","Metrical Service Systems With Transformations","Bubeck, Sébastien [meta:ra/06010627]; Buchbinder, Niv [meta:ra/06010628]; Coester, Christian [meta:ra/06010629]; Sellke, Mark [meta:ra/06010630]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010631]","Lee, James R. [meta:ra/06010632]"
"meta:br/0601362 doi:10.13155/77281","Bibliometric Analysis Of The Argo Floats 2014-2019 Publications","Chaussenot, Pascaline [meta:ra/0609115]","","","","","2020","book","Ifremer [meta:ra/0609116]",""
"meta:br/0601045 doi:10.4230/lipics.icalp.2020.86","Breaking The Barrier Of 2 For The Storage Allocation Problem","Mömke, Tobias [meta:ra/0610110091 orcid:0000-0002-2509-6972]; Wiese, Andreas [meta:ra/066013110 orcid:0000-0003-3705-016X]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607848]","Artur Czumaj [meta:ra/0607590 orcid:0000-0002-7743-438X]; Dawar, Anuj [meta:ra/067073847 orcid:0000-0003-4014-8248]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]"
"meta:br/0601332 doi:10.13155/70086","Rapport De La Campagne CALADU 2019","Fabri, Marie-Claire [meta:ra/06309375 orcid:0000-0002-3505-7627]; The Participants [meta:ra/0608980]","","","","","2019","book","Ifremer [meta:ra/0608981]",""
"meta:br/0601447 doi:10.5281/zenodo.1249796","Defense Advanced Research Projects Agency (Darpa) Fiscal Year 2002 Budget Estimates","Department Of Defense Comptroller Office [meta:ra/0609370]","","","","","2001-06-18","book","Zenodo [meta:ra/0609371]",""
"meta:br/0601800 doi:10.4230/lipics.itcs.2021.48","Pseudobinomiality Of The Sticky Random Walk","Guruswami, Venkatesan [meta:ra/06010713]; Kumar, Vinayak M. [meta:ra/06010714]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010715]","Lee, James R. [meta:ra/06010716]"
"meta:br/0601684 doi:10.4230/lipics.ipec.2020.21","Parameterized Complexity Of Graph Burning","Kobayashi, Yasuaki [meta:ra/0612046044 orcid:0000-0003-3244-6915]; Otachi, Yota [meta:ra/0617014669 orcid:0000-0002-0087-853X]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010282]","Cao, Yixin [meta:ra/0617014652 orcid:0000-0002-6927-438X]; Pilipczuk, Marcin [meta:ra/0617014793 orcid:0000-0001-5680-7397]"
"meta:br/0601532 doi:10.5281/zenodo.4681754","Manual De Lactancia Materna Para Enfermería","Coffré, Joicy Anabel Franco [meta:ra/0604618 orcid:0000-0002-4180-4078]; Triviño, Jeanette Alicia Donoso [meta:ra/0609575 orcid:0000-0001-5507-1541]; Díaz, Rina Vanessa Quijije [meta:ra/0609576 orcid:0000-0001-6581-5604]; Alvarado, Maira Cristina Cujilán [meta:ra/0609577 orcid:0000-0002-7067-1219]","","","","","2018-03-01","book","Zenodo [meta:ra/0609579]",""
"meta:br/0601742 doi:10.4230/lipics.itc.2020.12","On Polynomial Secret Sharing Schemes","Paskin-Cherniavsky, Anat [meta:ra/06010443]; Artiom, Radune [meta:ra/06010444]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010445]","Yael Tauman Kalai [meta:ra/06010446]; Adam D. Smith [meta:ra/06010447]; Daniel Wichs [meta:ra/06010448]"
"meta:br/0601496 doi:10.5281/zenodo.4046089","COVID-19 Пандемия Шароитида Тадбиркорлик Ва Уни Ривожлантириш Масалалари: Назария Ва Амалиёт","Ivanovich Kurpayanidi, Konstantin [meta:ra/0624073718 orcid:0000-0001-8354-1512]; Ashurov, M. [meta:ra/06805390523 orcid:0000-0001-8294-5910]","","","","","2020-09-12","book","Zenodo [meta:ra/0609490]",""
"meta:br/0601917 doi:10.4230/lipics.mfcs.2021.24","Finite Convergence Of μ-Calculus Fixpoints On Genuinely Infinite Structures","Bruse, Florian [meta:ra/06011057]; Sälzer, Marco [meta:ra/06011058]; Lange, Martin [meta:ra/06011059]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06011060]","Bonchi, Filippo [meta:ra/06011061]; Puglisi, Simon [meta:ra/063035032 orcid:0000-0001-7668-7636]"
"meta:br/0601877 doi:10.4230/lipics.mfcs.2020.39","Graph Clustering In All Parameter Regimes","Gan, Junhao [meta:ra/0614077430 orcid:0000-0001-9101-1503]; Gleich, David F [meta:ra/06906783 orcid:0000-0002-8107-6474]; Veldt, Nate [meta:ra/0621095305 orcid:0000-0002-0117-3304]; Wirth, Anthony [meta:ra/0625032948 orcid:0000-0003-3746-6704]; Zhang, Xin [meta:ra/06010956]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010957]","Esparza, Javier [meta:ra/062601506 orcid:0000-0001-9862-4919]; Král', Daniel [meta:ra/065071443 orcid:0000-0001-8680-0890]"
"meta:br/0601734 doi:10.4230/lipics.isaac.2020.59","The Complexity Of Connectivity Problems In Forbidden-Transition Graphs And Edge-Colored Graphs","Bellitto, Thomas [meta:ra/06010420]; Li, Shaohua [meta:ra/0612046277 orcid:0000-0001-8079-6405]; Okrasa, Karolina [meta:ra/0614082260 orcid:0000-0003-1414-3507]; Pilipczuk, Marcin [meta:ra/0617014793 orcid:0000-0001-5680-7397]; Sorge, Manuel [meta:ra/06010421]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010422]","Cao, Yixin [meta:ra/0617014652 orcid:0000-0002-6927-438X]; Cheng, Siu-Wing [meta:ra/0612046006 orcid:0000-0002-3557-9935]; Li, Minming [meta:ra/061409212 orcid:0000-0002-7370-6237]"
"meta:br/0601125 doi:10.4230/lipics.icalp.2021.64","Decremental APSP In Unweighted Digraphs Versus An Adaptive Adversary","Evald, Jacob [meta:ra/0608130]; Fredslund-Hansen, Viktor [meta:ra/0608131 orcid:0000-0002-6243-0212]; Gutenberg, Maximilian Probst [meta:ra/065010393118 orcid:0000-0003-3522-156X]; Wulff-Nilsen, Christian [meta:ra/0608132 orcid:0000-0002-3699-7821]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0608133]","Bansal, Nikhil [meta:ra/0608134]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]; Worrell, James [meta:ra/0614045783 orcid:0000-0001-8151-2443]"
"meta:br/0601709 doi:10.4230/lipics.isaac.2020.24","Discriminating Codes In Geometric Setups","Dey, Sanjana [meta:ra/06010346]; Foucaud, Florent [meta:ra/06010347]; Nandy, Subhas C. [meta:ra/06010348]; Sen, Arunabha [meta:ra/06010349]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010350]","Cao, Yixin [meta:ra/0617014652 orcid:0000-0002-6927-438X]; Cheng, Siu-Wing [meta:ra/0612046006 orcid:0000-0002-3557-9935]; Li, Minming [meta:ra/061409212 orcid:0000-0002-7370-6237]"
"meta:br/0601777 doi:10.4230/lipics.itcs.2021.18","Circular Trace Reconstruction","Narayanan, Shyam [meta:ra/06010617]; Ren, Michael [meta:ra/06010618]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010619]","Lee, James R. [meta:ra/06010620]"
"meta:br/0601269 doi:10.13155/52040","Drifting Buoys DAC Data Quality Control Manual","Drifter Data Management Team [meta:ra/0608761]","","","","","2018","book","Ifremer [meta:ra/0608762]",""
"meta:br/0601862 doi:10.4230/lipics.mfcs.2020.18","Computing A Minimum-Cost k-Hop Steiner Tree In Tree-Like Metrics","Böhm, Martin [meta:ra/069044095 orcid:0000-0003-4796-7422]; Hoeksma, Ruben [meta:ra/066013004 orcid:0000-0002-6553-7242]; Megow, Nicole [meta:ra/066013005 orcid:0000-0002-3531-7644]; Nölke, Lukas [meta:ra/0623038148 orcid:0000-0003-0523-0668]; Simon, Bertrand [meta:ra/0626090951 orcid:0000-0002-2565-1163]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010913]","Esparza, Javier [meta:ra/062601506 orcid:0000-0001-9862-4919]; Král', Daniel [meta:ra/065071443 orcid:0000-0001-8680-0890]"
"meta:br/0601895 doi:10.4230/lipics.mfcs.2020.68","A Relaxation Of The Directed Disjoint Paths Problem: A Global Congestion Metric Helps","Lopes, Raul [meta:ra/0612046067 orcid:0000-0002-7487-3475]; Sau, Ignasi [meta:ra/0617014602 orcid:0000-0002-8981-9287]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/06010997]","Esparza, Javier [meta:ra/062601506 orcid:0000-0001-9862-4919]; Král', Daniel [meta:ra/065071443 orcid:0000-0001-8680-0890]"
